'Elapsed time','V1'
27.411,-0.035
27.414,-0.035
27.417,-0.030
27.419,-0.020
27.422,-0.010
27.425,-0.035
27.428,-0.045
27.431,-0.060
27.433,-0.050
27.436,-0.055
27.439,-0.045
27.442,-0.055
27.444,-0.040
27.447,-0.035
27.450,-0.030
27.453,-0.020
27.456,-0.010
27.458,-0.025
27.461,-0.030
27.464,-0.035
27.467,-0.050
27.469,-0.050
27.472,-0.045
27.475,-0.050
27.478,-0.040
27.481,-0.040
27.483,-0.040
27.486,-0.025
27.489,-0.015
27.492,-0.020
27.494,-0.040
27.497,-0.040
27.500,-0.055
27.503,-0.055
27.506,-0.060
27.508,-0.060
27.511,-0.050
27.514,-0.050
27.517,-0.040
27.519,-0.035
27.522,-0.035
27.525,-0.035
27.528,-0.040
27.531,-0.050
27.533,-0.060
27.536,-0.060
27.539,-0.075
27.542,-0.075
27.544,-0.065
27.547,-0.035
27.550,-0.045
27.553,-0.035
27.556,-0.050
27.558,-0.060
27.561,-0.065
27.564,-0.070
27.567,-0.065
27.569,-0.070
27.572,-0.070
27.575,-0.075
27.578,-0.060
27.581,-0.065
27.583,-0.055
27.586,-0.055
27.589,-0.050
27.592,-0.065
27.594,-0.055
27.597,-0.075
27.600,-0.085
27.603,-0.085
27.606,-0.095
27.608,-0.085
27.611,-0.090
27.614,-0.075
27.617,-0.075
27.619,-0.065
27.622,-0.060
27.625,-0.075
27.628,-0.090
27.631,-0.085
27.633,-0.095
27.636,-0.105
27.639,-0.105
27.642,-0.110
27.644,-0.095
27.647,-0.095
27.650,-0.090
27.653,-0.090
27.656,-0.090
27.658,-0.095
27.661,-0.100
27.664,-0.105
27.667,-0.110
27.669,-0.110
27.672,-0.125
27.675,-0.105
27.678,-0.090
27.681,-0.090
27.683,-0.085
27.686,-0.070
27.689,-0.075
27.692,-0.075
27.694,-0.070
27.697,-0.080
27.700,-0.085
27.703,-0.090
27.706,-0.090
27.708,-0.080
27.711,-0.065
27.714,-0.060
27.717,-0.045
27.719,-0.040
27.722,-0.035
27.725,-0.045
27.728,-0.050
27.731,-0.055
27.733,-0.050
27.736,-0.070
27.739,-0.050
27.742,-0.060
27.744,-0.045
27.747,-0.035
27.750,-0.035
27.753,-0.025
27.756,-0.020
27.758,-0.035
27.761,-0.045
27.764,-0.050
27.767,-0.045
27.769,-0.055
27.772,-0.065
27.775,-0.045
27.778,-0.045
27.781,-0.030
27.783,-0.035
27.786,-0.030
27.789,-0.020
27.792,-0.035
27.794,-0.040
27.797,-0.040
27.800,-0.040
27.803,-0.050
27.806,-0.045
27.808,-0.050
27.811,-0.040
27.814,-0.030
27.817,-0.020
27.819,-0.025
27.822,-0.030
27.825,-0.035
27.828,-0.035
27.831,-0.040
27.833,-0.045
27.836,-0.055
27.839,-0.055
27.842,-0.045
27.844,-0.050
27.847,-0.050
27.850,-0.025
27.853,-0.030
27.856,-0.025
27.858,-0.045
27.861,-0.040
27.864,-0.055
27.867,-0.060
27.869,-0.075
27.872,-0.060
27.875,-0.060
27.878,-0.055
27.881,-0.050
27.883,-0.055
27.886,-0.040
27.889,-0.020
27.892,-0.035
27.894,-0.050
27.897,-0.055
27.900,-0.060
27.903,-0.070
27.906,-0.075
27.908,-0.060
27.911,-0.060
27.914,-0.045
27.917,-0.050
27.919,-0.040
27.922,-0.045
27.925,-0.045
27.928,-0.050
27.931,-0.060
27.933,-0.065
27.936,-0.070
27.939,-0.065
27.942,-0.060
27.944,-0.045
27.947,-0.055
27.950,-0.060
27.953,-0.050
27.956,-0.050
27.958,-0.040
27.961,-0.050
27.964,-0.055
27.967,-0.065
27.969,-0.055
27.972,-0.060
27.975,-0.045
27.978,-0.040
27.981,-0.025
27.983,-0.005
27.986,0.000
27.989,0.005
27.992,0.000
27.994,-0.015
27.997,-0.025
28.000,-0.025
28.003,-0.040
28.006,-0.050
28.008,-0.065
28.011,-0.060
28.014,-0.060
28.017,-0.050
28.019,-0.040
28.022,-0.035
28.025,-0.045
28.028,-0.040
28.031,-0.045
28.033,-0.055
28.036,-0.075
28.039,-0.065
28.042,-0.070
28.044,-0.060
28.047,-0.060
28.050,-0.040
28.053,-0.035
28.056,-0.045
28.058,-0.050
28.061,-0.065
28.064,-0.065
28.067,-0.080
28.069,-0.095
28.072,-0.090
28.075,-0.085
28.078,-0.090
28.081,-0.075
28.083,-0.070
28.086,-0.065
28.089,-0.075
28.092,-0.075
28.094,-0.070
28.097,-0.085
28.100,-0.095
28.103,-0.095
28.106,-0.100
28.108,-0.095
28.111,-0.090
28.114,-0.080
28.117,-0.070
28.119,-0.060
28.122,-0.065
28.125,-0.060
28.128,-0.060
28.131,-0.075
28.133,-0.100
28.136,-0.095
28.139,-0.095
28.142,-0.085
28.144,-0.080
28.147,-0.075
28.150,-0.080
28.153,-0.055
28.156,-0.075
28.158,-0.070
28.161,-0.065
28.164,-0.060
28.167,-0.065
28.169,-0.070
28.172,-0.060
28.175,-0.045
28.178,-0.035
28.181,-0.040
28.183,-0.040
28.186,-0.060
28.189,-0.095
28.192,-0.165
28.194,-0.215
28.197,-0.305
28.200,-0.380
28.203,-0.465
28.206,-0.505
28.208,-0.510
28.211,-0.480
28.214,-0.405
28.217,-0.320
28.219,-0.220
28.222,-0.140
28.225,-0.090
28.228,-0.055
28.231,-0.055
28.233,-0.065
28.236,-0.090
28.239,-0.105
28.242,-0.115
28.244,-0.115
28.247,-0.110
28.250,-0.095
28.253,-0.060
28.256,-0.030
28.258,-0.025
28.261,-0.030
28.264,-0.030
28.267,-0.040
28.269,-0.055
28.272,-0.055
28.275,-0.055
28.278,-0.045
28.281,-0.040
28.283,-0.035
28.286,-0.020
28.289,-0.025
28.292,-0.040
28.294,-0.050
28.297,-0.060
28.300,-0.060
28.303,-0.055
28.306,-0.070
28.308,-0.055
28.311,-0.055
28.314,-0.050
28.317,-0.040
28.319,-0.045
28.322,-0.035
28.325,-0.040
28.328,-0.050
28.331,-0.060
28.333,-0.065
28.336,-0.080
28.339,-0.070
28.342,-0.070
28.344,-0.070
28.347,-0.065
28.350,-0.050
28.353,-0.045
28.356,-0.050
28.358,-0.065
28.361,-0.065
28.364,-0.080
28.367,-0.070
28.369,-0.075
28.372,-0.080
28.375,-0.080
28.378,-0.085
28.381,-0.070
28.383,-0.065
28.386,-0.055
28.389,-0.055
28.392,-0.065
28.394,-0.070
28.397,-0.070
28.400,-0.075
28.403,-0.080
28.406,-0.080
28.408,-0.080
28.411,-0.080
28.414,-0.080
28.417,-0.070
28.419,-0.060
28.422,-0.060
28.425,-0.060
28.428,-0.075
28.431,-0.075
28.433,-0.080
28.436,-0.085
28.439,-0.085
28.442,-0.090
28.444,-0.080
28.447,-0.085
28.450,-0.075
28.453,-0.060
28.456,-0.055
28.458,-0.070
28.461,-0.090
28.464,-0.085
28.467,-0.105
28.469,-0.110
28.472,-0.100
28.475,-0.095
28.478,-0.100
28.481,-0.085
28.483,-0.080
28.486,-0.080
28.489,-0.075
28.492,-0.090
28.494,-0.090
28.497,-0.090
28.500,-0.105
28.503,-0.110
28.506,-0.115
28.508,-0.105
28.511,-0.100
28.514,-0.095
28.517,-0.085
28.519,-0.095
28.522,-0.095
28.525,-0.105
28.528,-0.105
28.531,-0.115
28.533,-0.120
28.536,-0.125
28.539,-0.130
28.542,-0.120
28.544,-0.120
28.547,-0.120
28.550,-0.110
28.553,-0.090
28.556,-0.090
28.558,-0.115
28.561,-0.105
28.564,-0.125
28.567,-0.125
28.569,-0.140
28.572,-0.140
28.575,-0.140
28.578,-0.125
28.581,-0.115
28.583,-0.115
28.586,-0.100
28.589,-0.095
28.592,-0.100
28.594,-0.105
28.597,-0.110
28.600,-0.115
28.603,-0.115
28.606,-0.115
28.608,-0.105
28.611,-0.100
28.614,-0.095
28.617,-0.090
28.619,-0.080
28.622,-0.075
28.625,-0.080
28.628,-0.085
28.631,-0.095
28.633,-0.095
28.636,-0.095
28.639,-0.105
28.642,-0.095
28.644,-0.085
28.647,-0.070
28.650,-0.075
28.653,-0.070
28.656,-0.070
28.658,-0.080
28.661,-0.080
28.664,-0.085
28.667,-0.090
28.669,-0.100
28.672,-0.095
28.675,-0.085
28.678,-0.100
28.681,-0.080
28.683,-0.085
28.686,-0.075
28.689,-0.070
28.692,-0.080
28.694,-0.080
28.697,-0.090
28.700,-0.100
28.703,-0.100
28.706,-0.110
28.708,-0.095
28.711,-0.090
28.714,-0.085
28.717,-0.085
28.719,-0.075
28.722,-0.075
28.725,-0.080
28.728,-0.090
28.731,-0.080
28.733,-0.095
28.736,-0.100
28.739,-0.115
28.742,-0.100
28.744,-0.110
28.747,-0.095
28.750,-0.090
28.753,-0.090
28.756,-0.090
28.758,-0.085
28.761,-0.095
28.764,-0.100
28.767,-0.095
28.769,-0.115
28.772,-0.125
28.775,-0.115
28.778,-0.110
28.781,-0.110
28.783,-0.100
28.786,-0.095
28.789,-0.080
28.792,-0.095
28.794,-0.100
28.797,-0.110
28.800,-0.115
28.803,-0.125
28.806,-0.125
28.808,-0.120
28.811,-0.125
28.814,-0.120
28.817,-0.105
28.819,-0.105
28.822,-0.105
28.825,-0.095
28.828,-0.105
28.831,-0.110
28.833,-0.125
28.836,-0.125
28.839,-0.135
28.842,-0.125
28.844,-0.125
28.847,-0.120
28.850,-0.115
28.853,-0.100
28.856,-0.105
28.858,-0.105
28.861,-0.105
28.864,-0.120
28.867,-0.120
28.869,-0.130
28.872,-0.140
28.875,-0.130
28.878,-0.125
28.881,-0.115
28.883,-0.120
28.886,-0.105
28.889,-0.100
28.892,-0.110
28.894,-0.105
28.897,-0.115
28.900,-0.125
28.903,-0.125
28.906,-0.125
28.908,-0.105
28.911,-0.090
28.914,-0.085
28.917,-0.075
28.919,-0.055
28.922,-0.055
28.925,-0.050
28.928,-0.055
28.931,-0.060
28.933,-0.060
28.936,-0.070
28.939,-0.080
28.942,-0.095
28.944,-0.100
28.947,-0.105
28.950,-0.125
28.953,-0.120
28.956,-0.110
28.958,-0.110
28.961,-0.095
28.964,-0.115
28.967,-0.115
28.969,-0.125
28.972,-0.130
28.975,-0.125
28.978,-0.130
28.981,-0.120
28.983,-0.105
28.986,-0.125
28.989,-0.105
28.992,-0.125
28.994,-0.125
28.997,-0.140
29.000,-0.135
29.003,-0.160
29.006,-0.160
29.008,-0.160
29.011,-0.155
29.014,-0.150
29.017,-0.150
29.019,-0.135
29.022,-0.135
29.025,-0.140
29.028,-0.145
29.031,-0.150
29.033,-0.150
29.036,-0.160
29.039,-0.160
29.042,-0.150
29.044,-0.160
29.047,-0.150
29.050,-0.145
29.053,-0.130
29.056,-0.120
29.058,-0.130
29.061,-0.140
29.064,-0.145
29.067,-0.155
29.069,-0.145
29.072,-0.160
29.075,-0.155
29.078,-0.155
29.081,-0.150
29.083,-0.140
29.086,-0.130
29.089,-0.130
29.092,-0.125
29.094,-0.130
29.097,-0.145
29.100,-0.135
29.103,-0.135
29.106,-0.120
29.108,-0.110
29.111,-0.105
29.114,-0.125
29.117,-0.155
29.119,-0.190
29.122,-0.265
29.125,-0.385
29.128,-0.480
29.131,-0.560
29.133,-0.615
29.136,-0.635
29.139,-0.610
29.142,-0.520
29.144,-0.435
29.147,-0.330
29.150,-0.260
29.153,-0.195
29.156,-0.175
29.158,-0.170
29.161,-0.185
29.164,-0.215
29.167,-0.235
29.169,-0.225
29.172,-0.205
29.175,-0.155
29.178,-0.115
29.181,-0.085
29.183,-0.075
29.186,-0.070
29.189,-0.065
29.192,-0.080
29.194,-0.095
29.197,-0.105
29.200,-0.100
29.203,-0.105
29.206,-0.110
29.208,-0.105
29.211,-0.100
29.214,-0.085
29.217,-0.090
29.219,-0.085
29.222,-0.085
29.225,-0.080
29.228,-0.095
29.231,-0.095
29.233,-0.095
29.236,-0.105
29.239,-0.115
29.242,-0.115
29.244,-0.105
29.247,-0.110
29.250,-0.100
29.253,-0.090
29.256,-0.075
29.258,-0.075
29.261,-0.085
29.264,-0.100
29.267,-0.110
29.269,-0.115
29.272,-0.125
29.275,-0.120
29.278,-0.125
29.281,-0.115
29.283,-0.110
29.286,-0.085
29.289,-0.090
29.292,-0.095
29.294,-0.100
29.297,-0.100
29.300,-0.115
29.303,-0.115
29.306,-0.125
29.308,-0.130
29.311,-0.130
29.314,-0.110
29.317,-0.105
29.319,-0.090
29.322,-0.085
29.325,-0.090
29.328,-0.110
29.331,-0.110
29.333,-0.115
29.336,-0.125
29.339,-0.140
29.342,-0.120
29.344,-0.130
29.347,-0.110
29.350,-0.105
29.353,-0.110
29.356,-0.095
29.358,-0.115
29.361,-0.110
29.364,-0.125
29.367,-0.120
29.369,-0.125
29.372,-0.140
29.375,-0.130
29.378,-0.130
29.381,-0.125
29.383,-0.125
29.386,-0.100
29.389,-0.100
29.392,-0.100
29.394,-0.105
29.397,-0.120
29.400,-0.115
29.403,-0.125
29.406,-0.140
29.408,-0.130
29.411,-0.120
29.414,-0.110
29.417,-0.110
29.419,-0.105
29.422,-0.105
29.425,-0.115
29.428,-0.120
29.431,-0.130
29.433,-0.130
29.436,-0.145
29.439,-0.145
29.442,-0.135
29.444,-0.140
29.447,-0.120
29.450,-0.125
29.453,-0.130
29.456,-0.120
29.458,-0.125
29.461,-0.120
29.464,-0.135
29.467,-0.145
29.469,-0.160
29.472,-0.160
29.475,-0.145
29.478,-0.145
29.481,-0.135
29.483,-0.130
29.486,-0.130
29.489,-0.130
29.492,-0.130
29.494,-0.130
29.497,-0.140
29.500,-0.155
29.503,-0.150
29.506,-0.160
29.508,-0.155
29.511,-0.135
29.514,-0.140
29.517,-0.130
29.519,-0.120
29.522,-0.115
29.525,-0.125
29.528,-0.125
29.531,-0.125
29.533,-0.130
29.536,-0.135
29.539,-0.140
29.542,-0.125
29.544,-0.125
29.547,-0.120
29.550,-0.115
29.553,-0.105
29.556,-0.100
29.558,-0.105
29.561,-0.110
29.564,-0.115
29.567,-0.125
29.569,-0.135
29.572,-0.130
29.575,-0.120
29.578,-0.130
29.581,-0.120
29.583,-0.110
29.586,-0.100
29.589,-0.090
29.592,-0.100
29.594,-0.105
29.597,-0.105
29.600,-0.115
29.603,-0.120
29.606,-0.110
29.608,-0.115
29.611,-0.115
29.614,-0.125
29.617,-0.105
29.619,-0.095
29.622,-0.100
29.625,-0.105
29.628,-0.105
29.631,-0.105
29.633,-0.110
29.636,-0.125
29.639,-0.130
29.642,-0.125
29.644,-0.120
29.647,-0.095
29.650,-0.105
29.653,-0.095
29.656,-0.095
29.658,-0.100
29.661,-0.095
29.664,-0.105
29.667,-0.120
29.669,-0.125
29.672,-0.130
29.675,-0.125
29.678,-0.125
29.681,-0.125
29.683,-0.115
29.686,-0.110
29.689,-0.095
29.692,-0.105
29.694,-0.105
29.697,-0.125
29.700,-0.135
29.703,-0.145
29.706,-0.145
29.708,-0.135
29.711,-0.135
29.714,-0.135
29.717,-0.120
29.719,-0.105
29.722,-0.105
29.725,-0.120
29.728,-0.125
29.731,-0.125
29.733,-0.145
29.736,-0.150
29.739,-0.155
29.742,-0.155
29.744,-0.140
29.747,-0.130
29.750,-0.130
29.753,-0.135
29.756,-0.125
29.758,-0.120
29.761,-0.125
29.764,-0.135
29.767,-0.140
29.769,-0.150
29.772,-0.150
29.775,-0.150
29.778,-0.145
29.781,-0.140
29.783,-0.125
29.786,-0.130
29.789,-0.125
29.792,-0.135
29.794,-0.140
29.797,-0.130
29.800,-0.150
29.803,-0.160
29.806,-0.155
29.808,-0.145
29.811,-0.135
29.814,-0.145
29.817,-0.135
29.819,-0.120
29.822,-0.130
29.825,-0.125
29.828,-0.135
29.831,-0.145
29.833,-0.155
29.836,-0.150
29.839,-0.150
29.842,-0.130
29.844,-0.125
29.847,-0.120
29.850,-0.110
29.853,-0.100
29.856,-0.080
29.858,-0.090
29.861,-0.080
29.864,-0.075
29.867,-0.080
29.869,-0.075
29.872,-0.090
29.875,-0.080
29.878,-0.085
29.881,-0.095
29.883,-0.105
29.886,-0.120
29.889,-0.115
29.892,-0.115
29.894,-0.120
29.897,-0.130
29.900,-0.125
29.903,-0.125
29.906,-0.130
29.908,-0.130
29.911,-0.140
29.914,-0.125
29.917,-0.115
29.919,-0.115
29.922,-0.105
29.925,-0.110
29.928,-0.110
29.931,-0.125
29.933,-0.145
29.936,-0.150
29.939,-0.160
29.942,-0.160
29.944,-0.150
29.947,-0.155
29.950,-0.155
29.953,-0.140
29.956,-0.150
29.958,-0.145
29.961,-0.160
29.964,-0.155
29.967,-0.160
29.969,-0.170
29.972,-0.155
29.975,-0.170
29.978,-0.165
29.981,-0.145
29.983,-0.140
29.986,-0.130
29.989,-0.125
29.992,-0.130
29.994,-0.135
29.997,-0.135
30.000,-0.145
30.003,-0.160
30.006,-0.160
30.008,-0.150
30.011,-0.160
30.014,-0.145
30.017,-0.155
30.019,-0.135
30.022,-0.120
30.025,-0.140
30.028,-0.140
30.031,-0.145
30.033,-0.140
30.036,-0.140
30.039,-0.130
30.042,-0.115
30.044,-0.100
30.047,-0.105
30.050,-0.115
30.053,-0.145
30.056,-0.200
30.058,-0.285
30.061,-0.390
30.064,-0.480
30.067,-0.590
30.069,-0.640
30.072,-0.650
30.075,-0.610
30.078,-0.525
30.081,-0.420
30.083,-0.325
30.086,-0.235
30.089,-0.170
30.092,-0.165
30.094,-0.170
30.097,-0.210
30.100,-0.230
30.103,-0.240
30.106,-0.250
30.108,-0.225
30.111,-0.160
30.114,-0.130
30.117,-0.085
30.119,-0.065
30.122,-0.050
30.125,-0.060
30.128,-0.080
30.131,-0.090
30.133,-0.100
30.136,-0.095
30.139,-0.105
30.142,-0.095
30.144,-0.095
30.147,-0.090
30.150,-0.085
30.153,-0.080
30.156,-0.070
30.158,-0.085
30.161,-0.085
30.164,-0.085
30.167,-0.090
30.169,-0.100
30.172,-0.110
30.175,-0.100
30.178,-0.100
30.181,-0.090
30.183,-0.085
30.186,-0.070
30.189,-0.070
30.192,-0.080
30.194,-0.065
30.197,-0.085
30.200,-0.100
30.203,-0.100
30.206,-0.115
30.208,-0.105
30.211,-0.110
30.214,-0.105
30.217,-0.090
30.219,-0.085
30.222,-0.070
30.225,-0.085
30.228,-0.075
30.231,-0.100
30.233,-0.100
30.236,-0.110
30.239,-0.110
30.242,-0.105
30.244,-0.100
30.247,-0.105
30.250,-0.090
30.253,-0.090
30.256,-0.080
30.258,-0.090
30.261,-0.085
30.264,-0.110
30.267,-0.115
30.269,-0.115
30.272,-0.110
30.275,-0.105
30.278,-0.105
30.281,-0.100
30.283,-0.095
30.286,-0.090
30.289,-0.085
30.292,-0.095
30.294,-0.090
30.297,-0.100
30.300,-0.100
30.303,-0.105
30.306,-0.120
30.308,-0.110
30.311,-0.105
30.314,-0.110
30.317,-0.105
30.319,-0.095
30.322,-0.075
30.325,-0.090
30.328,-0.090
30.331,-0.100
30.333,-0.100
30.336,-0.115
30.339,-0.115
30.342,-0.115
30.344,-0.120
30.347,-0.100
30.350,-0.100
30.353,-0.105
30.356,-0.080
30.358,-0.095
30.361,-0.100
30.364,-0.105
30.367,-0.115
30.369,-0.120
30.372,-0.130
30.375,-0.125
30.378,-0.130
30.381,-0.110
30.383,-0.110
30.386,-0.105
30.389,-0.100
30.392,-0.100
30.394,-0.125
30.397,-0.125
30.400,-0.125
30.403,-0.125
30.406,-0.120
30.408,-0.130
30.411,-0.130
30.414,-0.125
30.417,-0.115
30.419,-0.110
30.422,-0.110
30.425,-0.105
30.428,-0.115
30.431,-0.110
30.433,-0.120
30.436,-0.130
30.439,-0.120
30.442,-0.115
30.444,-0.130
30.447,-0.105
30.450,-0.115
30.453,-0.105
30.456,-0.085
30.458,-0.095
30.461,-0.100
30.464,-0.095
30.467,-0.095
30.469,-0.105
30.472,-0.115
30.475,-0.100
30.478,-0.090
30.481,-0.090
30.483,-0.085
30.486,-0.075
30.489,-0.070
30.492,-0.070
30.494,-0.070
30.497,-0.080
30.500,-0.095
30.503,-0.105
30.506,-0.110
30.508,-0.105
30.511,-0.085
30.514,-0.085
30.517,-0.080
30.519,-0.060
30.522,-0.055
30.525,-0.075
30.528,-0.080
30.531,-0.085
30.533,-0.085
30.536,-0.095
30.539,-0.100
30.542,-0.095
30.544,-0.100
30.547,-0.085
30.550,-0.080
30.553,-0.070
30.556,-0.050
30.558,-0.070
30.561,-0.065
30.564,-0.085
30.567,-0.090
30.569,-0.095
30.572,-0.115
30.575,-0.100
30.578,-0.095
30.581,-0.090
30.583,-0.080
30.586,-0.070
30.589,-0.060
30.592,-0.060
30.594,-0.080
30.597,-0.080
30.600,-0.090
30.603,-0.100
30.606,-0.095
30.608,-0.090
30.611,-0.095
30.614,-0.095
30.617,-0.090
30.619,-0.080
30.622,-0.070
30.625,-0.090
30.628,-0.080
30.631,-0.085
30.633,-0.100
30.636,-0.100
30.639,-0.110
30.642,-0.105
30.644,-0.105
30.647,-0.100
30.650,-0.100
30.653,-0.085
30.656,-0.080
30.658,-0.085
30.661,-0.085
30.664,-0.090
30.667,-0.100
30.669,-0.115
30.672,-0.105
30.675,-0.120
30.678,-0.105
30.681,-0.105
30.683,-0.100
30.686,-0.095
30.689,-0.090
30.692,-0.090
30.694,-0.105
30.697,-0.100
30.700,-0.110
30.703,-0.110
30.706,-0.125
30.708,-0.110
30.711,-0.110
30.714,-0.105
30.717,-0.100
30.719,-0.095
30.722,-0.085
30.725,-0.095
30.728,-0.105
30.731,-0.105
30.733,-0.100
30.736,-0.105
30.739,-0.115
30.742,-0.110
30.744,-0.115
30.747,-0.115
30.750,-0.105
30.753,-0.100
30.756,-0.095
30.758,-0.085
30.761,-0.080
30.764,-0.085
30.767,-0.095
30.769,-0.090
30.772,-0.095
30.775,-0.075
30.778,-0.065
30.781,-0.050
30.783,-0.050
30.786,-0.025
30.789,-0.025
30.792,-0.035
30.794,-0.050
30.797,-0.060
30.800,-0.075
30.803,-0.100
30.806,-0.105
30.808,-0.120
30.811,-0.105
30.814,-0.110
30.817,-0.090
30.819,-0.085
30.822,-0.075
30.825,-0.080
30.828,-0.085
30.831,-0.090
30.833,-0.090
30.836,-0.100
30.839,-0.095
30.842,-0.105
30.844,-0.095
30.847,-0.105
30.850,-0.100
30.853,-0.095
30.856,-0.095
30.858,-0.095
30.861,-0.120
30.864,-0.110
30.867,-0.130
30.869,-0.125
30.872,-0.130
30.875,-0.130
30.878,-0.130
30.881,-0.140
30.883,-0.115
30.886,-0.115
30.889,-0.105
30.892,-0.105
30.894,-0.110
30.897,-0.115
30.900,-0.125
30.903,-0.140
30.906,-0.140
30.908,-0.140
30.911,-0.120
30.914,-0.120
30.917,-0.115
30.919,-0.105
30.922,-0.100
30.925,-0.095
30.928,-0.105
30.931,-0.110
30.933,-0.115
30.936,-0.130
30.939,-0.140
30.942,-0.125
30.944,-0.115
30.947,-0.120
30.950,-0.105
30.953,-0.085
30.956,-0.060
30.958,-0.055
30.961,-0.055
30.964,-0.075
30.967,-0.115
30.969,-0.165
30.972,-0.245
30.975,-0.305
30.978,-0.395
30.981,-0.470
30.983,-0.535
30.986,-0.565
30.989,-0.555
30.992,-0.495
30.994,-0.420
30.997,-0.330
31.000,-0.250
31.003,-0.190
31.006,-0.135
31.008,-0.120
31.011,-0.115
31.014,-0.130
31.017,-0.135
31.019,-0.160
31.022,-0.160
31.025,-0.170
31.028,-0.150
31.031,-0.115
31.033,-0.090
31.036,-0.080
31.039,-0.065
31.042,-0.065
31.044,-0.060
31.047,-0.065
31.050,-0.060
31.053,-0.060
31.056,-0.045
31.058,-0.045
31.061,-0.055
31.064,-0.070
31.067,-0.070
31.069,-0.075
31.072,-0.085
31.075,-0.075
31.078,-0.070
31.081,-0.060
31.083,-0.065
31.086,-0.065
31.089,-0.045
31.092,-0.060
31.094,-0.060
31.097,-0.065
31.100,-0.065
31.103,-0.080
31.106,-0.090
31.108,-0.085
31.111,-0.085
31.114,-0.070
31.117,-0.065
31.119,-0.060
31.122,-0.060
31.125,-0.045
31.128,-0.065
31.131,-0.070
31.133,-0.080
31.136,-0.090
31.139,-0.085
31.142,-0.100
31.144,-0.080
31.147,-0.065
31.150,-0.075
31.153,-0.070
31.156,-0.060
31.158,-0.060
31.161,-0.075
31.164,-0.095
31.167,-0.080
31.169,-0.085
31.172,-0.095
31.175,-0.095
31.178,-0.085
31.181,-0.080
31.183,-0.080
31.186,-0.060
31.189,-0.055
31.192,-0.065
31.194,-0.065
31.197,-0.085
31.200,-0.090
31.203,-0.090
31.206,-0.100
31.208,-0.095
31.211,-0.095
31.214,-0.090
31.217,-0.070
31.219,-0.065
31.222,-0.060
31.225,-0.065
31.228,-0.070
31.231,-0.070
31.233,-0.090
31.236,-0.090
31.239,-0.105
31.242,-0.105
31.244,-0.100
31.247,-0.090
31.250,-0.095
31.253,-0.075
31.256,-0.075
31.258,-0.075
31.261,-0.075
31.264,-0.090
31.267,-0.100
31.269,-0.100
31.272,-0.095
31.275,-0.115
31.278,-0.105
31.281,-0.100
31.283,-0.100
31.286,-0.095
31.289,-0.085
31.292,-0.085
31.294,-0.090
31.297,-0.095
31.300,-0.115
31.303,-0.110
31.306,-0.110
31.308,-0.110
31.311,-0.105
31.314,-0.110
31.317,-0.110
31.319,-0.100
31.322,-0.095
31.325,-0.095
31.328,-0.105
31.331,-0.100
31.333,-0.110
31.336,-0.130
31.339,-0.125
31.342,-0.120
31.344,-0.120
31.347,-0.125
31.350,-0.115
31.353,-0.105
31.356,-0.100
31.358,-0.085
31.361,-0.100
31.364,-0.095
31.367,-0.110
31.369,-0.110
31.372,-0.120
31.375,-0.115
31.378,-0.105
31.381,-0.100
31.383,-0.085
31.386,-0.095
31.389,-0.075
31.392,-0.075
31.394,-0.075
31.397,-0.075
31.400,-0.085
31.403,-0.095
31.406,-0.090
31.408,-0.090
31.411,-0.080
31.414,-0.075
31.417,-0.065
31.419,-0.065
31.422,-0.040
31.425,-0.045
31.428,-0.055
31.431,-0.060
31.433,-0.055
31.436,-0.065
31.439,-0.065
31.442,-0.075
31.444,-0.065
31.447,-0.065
31.450,-0.055
31.453,-0.045
31.456,-0.040
31.458,-0.035
31.461,-0.050
31.464,-0.060
31.467,-0.060
31.469,-0.070
31.472,-0.065
31.475,-0.070
31.478,-0.065
31.481,-0.060
31.483,-0.050
31.486,-0.040
31.489,-0.045
31.492,-0.045
31.494,-0.040
31.497,-0.060
31.500,-0.050
31.503,-0.065
31.506,-0.085
31.508,-0.070
31.511,-0.065
31.514,-0.065
31.517,-0.055
31.519,-0.045
31.522,-0.040
31.525,-0.050
31.528,-0.040
31.531,-0.060
31.533,-0.055
31.536,-0.060
31.539,-0.075
31.542,-0.070
31.544,-0.065
31.547,-0.070
31.550,-0.065
31.553,-0.050
31.556,-0.055
31.558,-0.045
31.561,-0.065
31.564,-0.065
31.567,-0.080
31.569,-0.080
31.572,-0.085
31.575,-0.080
31.578,-0.090
31.581,-0.080
31.583,-0.080
31.586,-0.065
31.589,-0.060
31.592,-0.060
31.594,-0.065
31.597,-0.080
31.600,-0.080
31.603,-0.080
31.606,-0.090
31.608,-0.100
31.611,-0.085
31.614,-0.085
31.617,-0.080
31.619,-0.070
31.622,-0.055
31.625,-0.065
31.628,-0.070
31.631,-0.065
31.633,-0.075
31.636,-0.075
31.639,-0.080
31.642,-0.075
31.644,-0.065
31.647,-0.050
31.650,-0.035
31.653,-0.020
31.656,-0.015
31.658,-0.010
31.661,-0.030
31.664,-0.025
31.667,-0.030
31.669,-0.050
31.672,-0.070
31.675,-0.080
31.678,-0.090
31.681,-0.090
31.683,-0.080
31.686,-0.070
31.689,-0.050
31.692,-0.040
31.694,-0.050
31.697,-0.055
31.700,-0.060
31.703,-0.065
31.706,-0.080
31.708,-0.085
31.711,-0.085
31.714,-0.060
31.717,-0.055
31.719,-0.055
31.722,-0.050
31.725,-0.060
